457	42
532	183
39	196
34	329
53	512
150	499
263	501
329	496
422	496
643	487
736	487
737	492
34	216
657	501
666	508
322	370
274	349
691	494
670	491
235	210
837	471
269	248
380	502
361	351
47	497
467	350
164	474
941	339
941	339
369	229
464	508
952	357
435	388
437	352
453	464
560	508
550	326
550	212
848	491
558	507
558	507
948	351
552	217
944	214
834	325
858	505
858	505
839	340
765	349
150	501
469	176
255	512
153	214
843	496
940	231
724	210
656	361
728	367
845	502
925	491
940	497
658	223
745	351
154	325
858	491
63	349
860	348
371	184
365	133
507	318
283	287
473	226
857	249
569	45
310	186
278	387
265	460
98	223
407	493
100	494
226	492
543	500
705	502
83	204
781	334
721	227
730	483
855	491
719	224
886	337
742	462
886	202
692	484
637	345
550	526
560	208
537	319
569	215
560	506
885	220
495	354
399	504
548	206
391	199
395	464
235	203
236	502
508	488
492	500
377	334
325	428
288	300
556	210
794	252
602	38
368	175
160	363
83	503
241	495
190	366
389	499
294	381
553	509
430	373
421	359
92	505
96	191
58	349
257	178
548	385
413	202
532	375
574	217
656	321
733	238
576	486
881	208
724	485
280	207
873	505
788	342
257	206
83	212
65	367
883	369
64	333
88	178
890	485
388	124
404	319
341	396
543	30
426	180
286	337
246	512
52	198
157	191
249	194
336	196
361	207
240	518
326	215
276	227
372	489
454	499
166	521
367	499
442	194
448	202
362	513
368	500
556	207
530	65
455	169
453	331
525	248
48	74
549	253
517	41
598	332
355	304
542	227
863	242
605	48
541	175
106	513
224	505
410	494
539	496
86	497
250	195
397	201
89	487
575	211
224	491
731	503
884	512
884	512
550	213
738	237
386	510
75	218
248	216
404	494
252	233
265	492
893	368
795	366
795	366
660	350
712	161
753	367
903	200
651	348
568	515
745	495
902	352
869	194
106	227
226	497
584	512
756	512
60	336
760	532
152	355
563	511
625	360
488	355
510	355
299	369
523	344
432	343
637	358
405	121
538	245
63	72
600	355
331	417
520	28
502	169
57	211
34	515
143	505
142	501
356	510
463	525
579	517
540	522
33	182
496	335
467	213
439	453
520	72
75	472
159	487
71	193
138	197
257	186
348	195
448	184
550	181
467	190
345	206
560	197
634	197
746	187
132	186
362	510
749	196
404	491
432	487
658	352
85	189
255	184
458	181
630	207
827	212
43	345
157	362
253	356
343	351
442	207
335	194
156	343
50	506
587	202
550	206
520	511
641	185
462	477
837	205
41	346
355	350
447	358
845	214
848	220
370	336
845	211
442	346
251	200
455	506
504	165
488	329
362	407
504	22
441	174
44	185
55	473
167	484
269	493
355	495
448	501
566	497
628	491
540	492
262	197
651	493
753	507
482	464
342	479
670	475
251	357
156	353
672	483
470	62
926	203
467	484
460	514
951	193
924	334
558	211
535	468
529	165
449	321
370	293
469	209
831	239
602	33
488	182
81	497
243	515
71	211
117	470
243	497
260	211
411	212
547	207
750	207
878	209
35	358
165	358
298	358
412	357
404	354
239	489
549	345
638	351
706	202
588	491
728	495
701	189
873	214
407	485
550	486
901	193
898	512
766	378
661	363
579	199
525	340
398	192
282	338
422	501
266	225
195	329
784	350
855	362
892	490
146	337
64	338
238	215
880	364
240	189
774	354
22	333
389	123
425	310
350	294
502	142
924	103
636	43
472	189
478	309
515	158
410	335
239	412
509	33
486	167
34	200
44	502
149	495
162	491
371	354
362	334
320	481
63	191
336	469
237	210
38	545
57	364
445	365
360	365
159	500
253	500
436	494
653	204
136	477
542	354
563	497
673	368
644	366
547	368
733	354
835	370
560	338
283	302
498	219
831	239
537	43
433	166
300	362
258	505
51	363
106	547
177	336
232	496
87	214
229	187
420	195
562	201
697	199
879	196
59	335
145	344
264	363
269	364
429	363
517	361
658	353
650	352
307	338
404	335
406	529
158	345
21	344
557	495
269	220
747	499
863	509
403	339
882	509
887	362
794	359
796	328
47	356
535	331
166	345
110	488
417	498
905	209
718	496
750	184
891	353
544	210
372	219
400	491
266	497
77	207
408	492
97	477
449	187
425	195
90	470
553	176
386	198
242	531
366	132
438	230
74	33
523	329
394	404
441	48
401	184
261	208
253	343
42	200
255	192
172	494
139	342
131	484
473	57
72	184
72	478
65	239
51	463
141	514
69	221
76	352
140	342
244	349
246	484
338	486
454	494
541	490
635	482
736	459
670	355
554	336
469	171
389	307
360	402
450	45
444	199
377	354
324	402
343	283
486	210
819	252
619	42
338	170
77	483
235	470
105	228
241	220
254	466
260	218
105	470
564	189
403	190
579	482
716	219
884	224
408	486
732	188
563	499
885	359
896	200
880	351
761	348
678	345
76	179
654	325
528	338
405	218
445	360
597	490
788	329
422	328
277	333
894	474
732	479
313	342
159	338
886	509
41	342
570	514
388	128
467	326
300	438
483	50
521	192
243	226
246	323
668	351
563	451
42	164
45	170
348	346
448	362
370	359
356	482
549	350
549	350
315	484
233	491
564	376
628	367
728	351
822	348
939	344
244	204
158	205
35	220
747	344
59	180
472	159
443	338
277	407
444	44
414	180
270	198
253	348
252	516
252	516
265	206
40	215
176	212
343	196
468	208
643	188
647	199
738	210
734	203
753	198
352	493
244	497
749	188
334	363
337	458
450	469
452	489
264	200
335	201
344	212
348	481
930	219
356	507
472	167
459	349
346	294
612	235
798	120
604	44
63	508
263	511
112	182
276	197
429	194
553	204
701	205
892	207
911	229
247	469
908	330
740	349
713	213
762	333
557	217
875	344
662	361
544	191
896	352
886	480
400	500
576	502
398	217
249	199
249	199
581	503
408	222
396	500
717	480
412	194
95	194
896	499
112	511
514	343
74	196
529	334
422	357
406	515
871	379
271	352
169	343
101	491
52	368
879	498
390	132
435	220
70	55
544	141
47	48
580	45
66	54
960	33
402	318
342	416
503	24
472	169
442	178
437	466
54	213
47	202
63	510
160	521
439	536
555	503
633	503
619	473
751	495
850	488
925	490
850	232
754	333
547	218
270	331
125	338
429	181
489	341
312	407
502	46
472	182
420	196
329	366
61	500
162	500
261	489
352	496
435	494
649	501
148	195
58	193
151	209
141	560
142	528
283	534
347	514
430	508
537	502
632	509
241	232
366	198
366	198
456	188
262	470
325	482
364	250
372	456
369	234
439	510
446	60
670	500
740	500
882	251
612	256
51	54
578	331
377	393
369	282
755	317
735	356
467	237
493	35
38	43
948	40
505	345
264	421
301	298
581	205
850	271
587	36
463	169
98	212
107	508
89	221
79	517
229	498
408	492
555	490
757	498
885	483
897	364
763	352
87	211
233	206
252	453
398	488
398	488
658	336
526	339
573	488
410	360
298	347
160	334
249	532
106	494
164	353
249	242
641	344
891	349
875	485
876	356
733	505
552	491
397	493
273	490
655	360
533	352
533	352
220	205
461	55
35	205
73	342
925	226
59	189
341	352
426	224
543	210
632	218
721	210
521	214
742	198
413	205
452	209
842	197
354	321
259	347
144	337
842	203
739	230
638	208
532	210
436	221
132	364
154	198
826	223
751	208
657	204
559	185
863	220
371	208
370	330
27	360
391	193
345	211
172	208
270	310
263	214
376	331
402	124
478	346
391	392
523	50
55	204
64	484
138	486
254	485
333	500
62	225
145	482
235	481
367	493
146	358
537	219
244	374
455	518
550	504
364	336
169	496
374	352
268	326
339	335
342	336
635	230
559	186
555	60
878	374
627	233
42	45
909	446
895	217
909	311
915	317
923	269
568	60
929	47
931	44
946	43
548	234
32	33
432	329
314	424
338	309
503	215
828	110
576	40
77	220
49	373
113	177
86	480
243	480
396	493
545	493
721	490
881	492
890	375
763	351
665	347
78	173
78	173
632	342
502	65
60	195
35	332
148	345
58	219
274	335
335	335
454	346
535	347
657	353
170	218
746	354
738	319
975	181
844	206
763	195
656	195
469	318
352	358
252	346
254	195
645	328
918	206
17	330
651	213
77	356
167	217
470	327
254	208
653	334
749	342
769	248
848	191
670	312
947	217
569	338
851	219
551	208
455	195
335	340
239	219
240	333
832	241
247	348
541	226
362	222
563	352
545	219
629	328
939	210
562	323
642	323
253	202
521	327
251	211
367	206
634	343
544	209
939	192
361	127
375	228
471	36
17	47
414	332
295	401
491	27
67	197
44	337
555	208
540	306
483	162
489	101
498	58
926	37
926	37
926	37
424	163
68	35
683	354
290	415
900	314
900	314
915	367
424	168
46	48
441	345
