579	344
236	407
374	292
560	221
822	245
597	41
504	178
819	355
900	354
861	398
459	319
256	406
532	323
532	48
493	174
512	517
498	491
484	357
385	287
467	208
896	237
602	57
459	180
857	375
539	338
274	409
310	307
452	216
865	264
532	40
475	183
414	47
556	79
550	73
513	52
632	129
852	235
898	464
33	43
31	215
130	288
36	29
79	189
556	334
965	28
882	340
941	533
42	41
28	334
96	513
72	284
29	35
479	149
61	63
407	47
946	26
946	26
946	26
475	239
466	35
44	53
448	348
359	413
347	287
470	227
791	253
575	136
864	106
219	413
344	295
607	227
847	245
535	35
463	179
104	479
241	191
89	203
250	476
416	496
558	495
713	498
874	488
890	352
104	197
253	188
633	350
419	207
878	508
731	488
396	193
490	58
66	198
62	330
78	199
949	215
864	207
753	203
744	203
78	191
173	195
251	351
172	354
66	348
364	350
158	220
243	195
968	191
498	72
542	179
172	192
353	202
549	203
739	202
59	209
142	201
653	200
449	187
261	180
363	130
386	238
52	34
442	347
293	397
501	335
469	38
415	180
54	193
129	485
245	498
39	180
39	180
152	496
236	494
64	202
392	323
325	401
490	34
414	168
357	331
343	456
434	347
291	417
466	32
382	191
35	181
51	533
166	503
151	495
234	493
328	477
430	478
646	467
552	366
47	190
582	339
312	414
565	33
450	185
384	227
352	347
337	492
220	499
350	508
423	500
632	503
753	497
747	502
444	352
544	351
459	168
368	374
661	482
453	464
642	216
445	513
357	487
358	200
352	484
248	227
368	220
652	504
339	224
842	488
949	482
328	205
635	511
552	497
344	365
544	483
519	219
468	60
58	194
361	329
566	345
725	233
244	353
348	341
367	341
644	204
52	214
625	336
552	205
439	196
443	219
269	337
262	214
948	331
746	359
534	188
924	354
846	189
145	341
843	199
943	357
365	219
547	193
31	370
851	217
233	200
459	346
564	229
174	362
945	193
471	349
240	203
588	359
552	353
367	127
424	333
391	407
418	52
418	174
376	184
359	325
366	200
439	462
72	234
165	492
333	499
637	503
561	499
49	216
461	469
78	235
492	58
989	224
967	220
653	491
490	493
515	323
218	407
538	52
444	189
863	384
876	500
27	52
74	287
97	417
37	40
504	77
945	44
945	44
945	44
433	165
67	54
466	247
458	44
44	65
504	329
292	415
347	284
463	225
506	140
807	257
808	104
545	217
826	247
541	30
448	180
90	215
246	466
412	490
570	500
717	502
886	492
112	206
883	489
238	193
223	494
410	198
776	354
908	346
653	331
535	358
403	346
91	496
550	504
415	213
581	523
566	209
110	508
499	59
87	208
77	213
65	354
565	523
399	517
929	365
495	322
465	459
449	199
449	226
449	226
131	346
255	223
741	186
932	209
36	201
959	210
166	194
855	207
141	355
81	346
448	198
845	198
518	323
518	215
530	205
55	347
157	346
550	192
361	201
264	202
645	205
354	210
469	68
51	198
372	210
229	213
35	211
148	199
359	207
386	134
444	251
60	42
455	321
381	309
357	406
357	406
343	313
343	413
464	329
484	51
45	198
156	503
243	513
140	492
863	183
734	218
734	218
158	484
247	490
247	226
871	190
944	200
944	200
642	350
637	175
935	227
650	343
836	347
757	354
943	484
748	351
979	510
431	322
373	303
490	223
811	251
572	50
430	176
96	198
164	324
80	516
222	505
430	499
568	480
706	485
82	216
172	342
726	467
893	496
879	361
769	356
676	356
72	207
648	346
252	198
430	491
417	198
71	500
852	497
588	496
413	208
572	483
559	193
90	476
38	339
760	358
887	326
28	352
232	491
280	366
430	333
872	505
736	202
512	342
743	217
773	358
881	221
262	496
284	338
515	333
386	126
360	335
227	428
542	44
464	180
52	213
47	514
138	501
247	495
171	517
629	188
418	504
528	504
635	492
728	190
856	196
547	211
543	329
548	504
865	216
55	498
156	357
874	189
659	484
901	297
899	498
42	40
72	259
98	383
37	30
468	70
936	32
936	32
936	32
603	155
14	41
497	228
485	37
56	41
487	324
318	409
364	284
463	210
798	246
816	96
583	130
802	239
802	98
288	419
318	305
445	230
814	256
593	44
451	173
75	181
101	489
251	197
144	364
257	495
394	512
558	499
734	484
888	479
891	383
233	200
868	355
402	212
221	481
402	509
748	368
709	506
865	507
408	223
851	464
719	177
402	496
469	60
228	183
158	369
53	228
57	334
928	216
849	215
32	209
840	212
153	184
976	184
760	214
255	195
361	210
767	218
530	329
533	221
45	344
247	201
138	343
474	216
573	195
74	369
455	65
196	176
154	178
190	338
560	428
675	190
177	195
177	195
177	195
632	421
428	478
49	190
360	127
516	225
49	45
499	342
196	426
501	48
33	189
165	527
272	525
334	387
445	318
44	513
441	313
24	484
646	350
321	310
450	214
915	246
538	41
462	189
109	185
99	506
230	501
276	202
428	200
571	201
571	193
231	497
703	187
900	202
727	510
545	502
870	208
548	487
729	536
874	504
720	209
774	326
412	186
257	188
243	197
789	355
907	345
379	222
534	347
426	347
666	349
272	384
743	197
176	320
699	462
430	346
435	476
738	207
870	495
291	338
548	336
170	316
646	363
61	334
388	128
533	349
339	405
508	40
512	184
61	221
58	530
129	489
152	496
236	493
344	483
428	483
636	476
752	479
848	475
965	487
227	363
157	353
432	353
432	353
925	474
957	365
42	193
337	191
34	505
232	345
427	494
358	485
355	479
242	361
340	336
163	225
163	458
244	225
231	487
171	334
522	340
641	338
733	346
98	308
879	451
895	137
44	50
979	371
802	499
49	38
519	146
37	53
541	146
21	49
463	46
942	61
942	61
942	61
514	232
433	39
68	51
463	324
353	333
261	419
279	307
451	219
499	141
796	99
802	256
615	235
308	405
312	310
460	226
843	246
599	41
337	197
81	478
243	486
69	219
238	474
165	373
428	500
261	226
379	209
589	224
400	473
749	199
883	206
69	346
154	347
255	242
277	318
418	521
283	349
411	341
533	356
875	201
730	213
643	366
241	199
881	203
728	484
721	207
708	498
877	346
886	224
776	367
168	343
34	347
783	352
493	68
45	203
171	204
766	187
146	196
647	199
552	200
350	206
448	191
449	200
31	206
351	200
351	200
558	187
398	457
834	499
345	439
163	421
654	214
531	380
874	332
638	215
638	215
638	215
235	198
370	133
367	226
60	42
400	331
30	29
399	337
232	422
510	23
39	210
66	505
151	502
148	211
444	334
222	196
248	488
146	179
565	491
243	195
366	476
640	489
461	490
845	488
945	490
249	183
965	504
750	198
362	463
838	198
750	184
756	177
554	319
365	178
441	341
408	334
22	221
876	397
555	149
25	40
462	57
938	28
938	28
938	28
524	242
465	48
26	51
483	332
234	398
247	312
509	227
823	234
599	129
843	112
833	241
332	404
482	43
56	197
36	473
153	497
233	491
249	518
352	509
343	532
55	207
440	508
176	221
154	324
239	340
655	508
513	498
553	494
672	491
712	499
730	499
844	492
928	490
159	228
254	223
253	185
156	475
761	358
180	209
488	335
508	61
64	189
231	483
651	358
763	347
373	480
265	492
174	196
147	466
552	178
150	502
945	371
849	360
460	202
657	194
359	461
274	482
655	213
758	195
43	349
261	505
356	511
961	338
457	217
979	352
857	356
147	352
465	336
765	211
854	189
339	519
974	213
629	342
671	223
654	329
358	470
356	217
507	61
772	205
43	217
729	214
166	184
669	201
53	172
371	123
574	253
49	58
49	46
536	329
302	296
329	413
332	320
437	218
810	246
571	344
871	100
860	244
573	37
444	182
87	170
93	473
228	492
99	487
382	488
74	484
555	482
115	479
731	493
224	502
93	498
433	487
566	491
566	491
566	491
566	491
566	491
566	491
745	496
481	338
291	414
